dataset,audio_id,audio_path,row_type,file_exists,readable_header,actual_sr,declared_sr,actual_channels,declared_channels,actual_duration_s,declared_duration_s,duration_delta_s,actual_subtype,declared_bit_depth,frames,file_size_bytes,sr_ok,channels_ok,duration_ok,bit_depth_ok,detail,passes
ICBHI,ICBHI_106_2b1_PR,audio/2_3M Littmann Classic II SE/106_COPD_PR_LittC2SE_2b1.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b3_AL,audio/3_AKG C417L/107_COPD_AL_AKGC417L_2b3.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b3_AR,audio/3_AKG C417L/107_COPD_AR_AKGC417L_2b3.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b3_LL,audio/3_AKG C417L/107_COPD_LL_AKGC417L_2b3.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b3_LR,audio/3_AKG C417L/107_COPD_LR_AKGC417L_2b3.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_16,16,882000,1764044,True,True,True,True,,True
ICBHI,ICBHI_107_2b3_PL,audio/3_AKG C417L/107_COPD_PL_AKGC417L_2b3.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b3_PR,audio/3_AKG C417L/107_COPD_PR_AKGC417L_2b3.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b3_TC,audio/3_AKG C417L/107_COPD_TC_AKGC417L_2b3.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b4_AL,audio/3_AKG C417L/107_COPD_AL_AKGC417L_2b4.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b4_AR,audio/3_AKG C417L/107_COPD_AR_AKGC417L_2b4.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b4_LL,audio/3_AKG C417L/107_COPD_LL_AKGC417L_2b4.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b4_LR,audio/3_AKG C417L/107_COPD_LR_AKGC417L_2b4.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b4_PL,audio/3_AKG C417L/107_COPD_PL_AKGC417L_2b4.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b4_PR,audio/3_AKG C417L/107_COPD_PR_AKGC417L_2b4.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b4_TC,audio/3_AKG C417L/107_COPD_TC_AKGC417L_2b4.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b5_AL,audio/3_AKG C417L/107_COPD_AL_AKGC417L_2b5.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b5_AR,audio/3_AKG C417L/107_COPD_AR_AKGC417L_2b5.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b5_LL,audio/3_AKG C417L/107_COPD_LL_AKGC417L_2b5.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b5_LR,audio/3_AKG C417L/107_COPD_LR_AKGC417L_2b5.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b5_PL,audio/3_AKG C417L/107_COPD_PL_AKGC417L_2b5.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b5_PR,audio/3_AKG C417L/107_COPD_PR_AKGC417L_2b5.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_2b5_TC,audio/3_AKG C417L/107_COPD_TC_AKGC417L_2b5.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_3p2_AL,audio/3_AKG C417L/107_COPD_AL_AKGC417L_3p2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_3p2_AR,audio/3_AKG C417L/107_COPD_AR_AKGC417L_3p2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_3p2_LL,audio/3_AKG C417L/107_COPD_LL_AKGC417L_3p2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_3p2_LR,audio/3_AKG C417L/107_COPD_LR_AKGC417L_3p2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_3p2_PL,audio/3_AKG C417L/107_COPD_PL_AKGC417L_3p2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_3p2_PR,audio/3_AKG C417L/107_COPD_PR_AKGC417L_3p2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_107_3p2_TC,audio/3_AKG C417L/107_COPD_TC_AKGC417L_3p2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_108_1b1_AL,audio/4_WelchAllyn Meditron Master Elite Electronic/108_LRTI_AL_Meditron_1b1.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_109_1b1_AL,audio/1_3M Littmann 3200 Electronic/109_COPD_AL_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,20.336,20.336,0.0,PCM_16,16,81344,162732,True,True,True,True,,True
ICBHI,ICBHI_109_1b1_AR,audio/1_3M Littmann 3200 Electronic/109_COPD_AR_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,19.952,19.952,0.0,PCM_16,16,79808,159660,True,True,True,True,,True
ICBHI,ICBHI_109_1b1_LL,audio/1_3M Littmann 3200 Electronic/109_COPD_LL_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,16.944,16.944,0.0,PCM_16,16,67776,135596,True,True,True,True,,True
ICBHI,ICBHI_109_1b1_LR,audio/1_3M Littmann 3200 Electronic/109_COPD_LR_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,17.456,17.456,0.0,PCM_16,16,69824,139692,True,True,True,True,,True
ICBHI,ICBHI_109_1b1_PL,audio/1_3M Littmann 3200 Electronic/109_COPD_PL_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,17.648,17.648,0.0,PCM_16,16,70592,141228,True,True,True,True,,True
ICBHI,ICBHI_109_1b1_PR,audio/1_3M Littmann 3200 Electronic/109_COPD_PR_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,30.0,30.0,0.0,PCM_16,16,120000,240044,True,True,True,True,,True
ICBHI,ICBHI_110_1b1_PR,audio/4_WelchAllyn Meditron Master Elite Electronic/110_COPD_PR_Meditron_1b1.wav,metadata,True,True,4000,4000,1,1,71.45,71.45,0.0,PCM_16,16,285800,571644,True,True,True,True,,True
ICBHI,ICBHI_110_1p1_AL,audio/4_WelchAllyn Meditron Master Elite Electronic/110_COPD_AL_Meditron_1p1.wav,metadata,True,True,4000,4000,1,1,32.3,32.3,0.0,PCM_16,16,129200,258444,True,True,True,True,,True
ICBHI,ICBHI_110_1p1_LL,audio/4_WelchAllyn Meditron Master Elite Electronic/110_COPD_LL_Meditron_1p1.wav,metadata,True,True,4000,4000,1,1,32.4,32.4,0.0,PCM_16,16,129600,259244,True,True,True,True,,True
ICBHI,ICBHI_110_1p1_LR,audio/4_WelchAllyn Meditron Master Elite Electronic/110_COPD_LR_Meditron_1p1.wav,metadata,True,True,4000,4000,1,1,32.4,32.4,0.0,PCM_16,16,129600,259244,True,True,True,True,,True
ICBHI,ICBHI_110_1p1_PR,audio/4_WelchAllyn Meditron Master Elite Electronic/110_COPD_PR_Meditron_1p1.wav,metadata,True,True,4000,4000,1,1,75.25,75.25,0.0,PCM_16,16,301000,602044,True,True,True,True,,True
ICBHI,ICBHI_111_1b2_TC,audio/4_WelchAllyn Meditron Master Elite Electronic/111_Bronchiectasis_TC_Meditron_1b2.wav,metadata,True,True,44100,44100,1,1,20.00002267573696,20.000023,3.242630377542355e-07,PCM_16,16,882001,1764046,True,True,True,True,,True
ICBHI,ICBHI_111_1b3_TC,audio/4_WelchAllyn Meditron Master Elite Electronic/111_Bronchiectasis_TC_Meditron_1b3.wav,metadata,True,True,44100,44100,1,1,20.00002267573696,20.000023,3.242630377542355e-07,PCM_16,16,882001,1764046,True,True,True,True,,True
ICBHI,ICBHI_112_1b1_AR,audio/4_WelchAllyn Meditron Master Elite Electronic/112_COPD_AR_Meditron_1b1.wav,metadata,True,True,4000,4000,1,1,67.85,67.85,0.0,PCM_16,16,271400,542844,True,True,True,True,,True
ICBHI,ICBHI_112_1b1_LR,audio/4_WelchAllyn Meditron Master Elite Electronic/112_COPD_LR_Meditron_1b1.wav,metadata,True,True,4000,4000,1,1,33.6,33.6,0.0,PCM_16,16,134400,268844,True,True,True,True,,True
ICBHI,ICBHI_112_1p1_LL,audio/1_3M Littmann 3200 Electronic/112_COPD_LL_Litt3200_1p1.wav,metadata,True,True,4000,4000,1,1,29.36,29.36,0.0,PCM_16,16,117440,234924,True,True,True,True,,True
ICBHI,ICBHI_112_1p1_PL,audio/1_3M Littmann 3200 Electronic/112_COPD_PL_Litt3200_1p1.wav,metadata,True,True,4000,4000,1,1,30.0,30.0,0.0,PCM_16,16,120000,240044,True,True,True,True,,True
ICBHI,ICBHI_112_1p1_PR,audio/1_3M Littmann 3200 Electronic/112_COPD_PR_Litt3200_1p1.wav,metadata,True,True,4000,4000,1,1,30.0,30.0,0.0,PCM_16,16,120000,240044,True,True,True,True,,True
ICBHI,ICBHI_113_1b1_AL,audio/1_3M Littmann 3200 Electronic/113_COPD_AL_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,14.576,14.576,0.0,PCM_16,16,58304,116652,True,True,True,True,,True
ICBHI,ICBHI_113_1b1_AR,audio/1_3M Littmann 3200 Electronic/113_COPD_AR_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,15.728,15.728,0.0,PCM_16,16,62912,125868,True,True,True,True,,True
ICBHI,ICBHI_113_1b1_LL,audio/1_3M Littmann 3200 Electronic/113_COPD_LL_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,20.848,20.848,0.0,PCM_16,16,83392,166828,True,True,True,True,,True
ICBHI,ICBHI_113_1b1_LR,audio/1_3M Littmann 3200 Electronic/113_COPD_LR_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,14.576,14.576,0.0,PCM_16,16,58304,116652,True,True,True,True,,True
ICBHI,ICBHI_113_1b1_PL,audio/1_3M Littmann 3200 Electronic/113_COPD_PL_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,19.632,19.632,0.0,PCM_16,16,78528,157100,True,True,True,True,,True
ICBHI,ICBHI_113_1b1_PR,audio/1_3M Littmann 3200 Electronic/113_COPD_PR_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,21.936,21.936,0.0,PCM_16,16,87744,175532,True,True,True,True,,True
ICBHI,ICBHI_114_1b4_AL,audio/3_AKG C417L/114_COPD_AL_AKGC417L_1b4.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_114_1b4_AR,audio/3_AKG C417L/114_COPD_AR_AKGC417L_1b4.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_114_1b4_LR,audio/3_AKG C417L/114_COPD_LR_AKGC417L_1b4.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_114_1b4_PL,audio/3_AKG C417L/114_COPD_PL_AKGC417L_1b4.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_16,16,882000,1764044,True,True,True,True,,True
ICBHI,ICBHI_114_1b4_PR,audio/3_AKG C417L/114_COPD_PR_AKGC417L_1b4.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_115_1b1_AR,audio/4_WelchAllyn Meditron Master Elite Electronic/115_LRTI_AR_Meditron_1b1.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_116_1b2_PL,audio/4_WelchAllyn Meditron Master Elite Electronic/116_Bronchiectasis_PL_Meditron_1b2.wav,metadata,True,True,44100,44100,1,1,20.00002267573696,20.000023,3.242630377542355e-07,PCM_16,16,882001,1764046,True,True,True,True,,True
ICBHI,ICBHI_116_1b2_TC,audio/4_WelchAllyn Meditron Master Elite Electronic/116_Bronchiectasis_TC_Meditron_1b2.wav,metadata,True,True,44100,44100,1,1,20.00002267573696,20.000023,3.242630377542355e-07,PCM_16,16,882001,1764046,True,True,True,True,,True
ICBHI,ICBHI_117_1b2_TC,audio/2_3M Littmann Classic II SE/117_COPD_TC_LittC2SE_1b2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_117_1b3_TC,audio/2_3M Littmann Classic II SE/117_COPD_TC_LittC2SE_1b3.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_118_1b1_AL,audio/1_3M Littmann 3200 Electronic/118_COPD_AL_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,15.472,15.472,0.0,PCM_16,16,61888,123820,True,True,True,True,,True
ICBHI,ICBHI_118_1b1_AR,audio/1_3M Littmann 3200 Electronic/118_COPD_AR_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,18.352,18.352,0.0,PCM_16,16,73408,146860,True,True,True,True,,True
ICBHI,ICBHI_118_1b1_LL,audio/1_3M Littmann 3200 Electronic/118_COPD_LL_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,12.528,12.528,0.0,PCM_16,16,50112,100268,True,True,True,True,,True
ICBHI,ICBHI_118_1b1_LR,audio/1_3M Littmann 3200 Electronic/118_COPD_LR_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,20.08,20.08,0.0,PCM_16,16,80320,160684,True,True,True,True,,True
ICBHI,ICBHI_118_1b1_PL,audio/1_3M Littmann 3200 Electronic/118_COPD_PL_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,12.464,12.464,0.0,PCM_16,16,49856,99756,True,True,True,True,,True
ICBHI,ICBHI_118_1b1_PR,audio/1_3M Littmann 3200 Electronic/118_COPD_PR_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,12.464,12.464,0.0,PCM_16,16,49856,99756,True,True,True,True,,True
ICBHI,ICBHI_119_1b1_AR,audio/4_WelchAllyn Meditron Master Elite Electronic/119_URTI_AR_Meditron_1b1.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_120_1b1_AL,audio/4_WelchAllyn Meditron Master Elite Electronic/120_COPD_AL_Meditron_1b1.wav,metadata,True,True,4000,4000,1,1,66.75,66.75,0.0,PCM_16,16,267000,534044,True,True,True,True,,True
ICBHI,ICBHI_120_1b1_AR,audio/4_WelchAllyn Meditron Master Elite Electronic/120_COPD_AR_Meditron_1b1.wav,metadata,True,True,4000,4000,1,1,66.75,66.75,0.0,PCM_16,16,267000,534044,True,True,True,True,,True
ICBHI,ICBHI_120_1b1_LR,audio/4_WelchAllyn Meditron Master Elite Electronic/120_COPD_LR_Meditron_1b1.wav,metadata,True,True,4000,4000,1,1,86.2,86.2,0.0,PCM_16,16,344800,689644,True,True,True,True,,True
ICBHI,ICBHI_120_1b1_PL,audio/4_WelchAllyn Meditron Master Elite Electronic/120_COPD_PL_Meditron_1b1.wav,metadata,True,True,4000,4000,1,1,67.4,67.4,0.0,PCM_16,16,269600,539244,True,True,True,True,,True
ICBHI,ICBHI_120_1b1_PR,audio/4_WelchAllyn Meditron Master Elite Electronic/120_COPD_PR_Meditron_1b1.wav,metadata,True,True,4000,4000,1,1,67.4,67.4,0.0,PCM_16,16,269600,539244,True,True,True,True,,True
ICBHI,ICBHI_121_1b1_TC,audio/4_WelchAllyn Meditron Master Elite Electronic/121_Healthy_TC_Meditron_1b1.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_121_1p1_TC,audio/4_WelchAllyn Meditron Master Elite Electronic/121_Healthy_TC_Meditron_1p1.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_122_2b1_AL,audio/2_3M Littmann Classic II SE/122_Pneumonia_AL_LittC2SE_2b1.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_122_2b1_AR,audio/2_3M Littmann Classic II SE/122_Pneumonia_AR_LittC2SE_2b1.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_122_2b1_TC,audio/2_3M Littmann Classic II SE/122_Pneumonia_TC_LittC2SE_2b1.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_122_2b2_AL,audio/2_3M Littmann Classic II SE/122_Pneumonia_AL_LittC2SE_2b2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_122_2b2_AR,audio/2_3M Littmann Classic II SE/122_Pneumonia_AR_LittC2SE_2b2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_122_2b2_TC,audio/2_3M Littmann Classic II SE/122_Pneumonia_TC_LittC2SE_2b2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_122_2b3_AL,audio/2_3M Littmann Classic II SE/122_Pneumonia_AL_LittC2SE_2b3.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_122_2b3_AR,audio/2_3M Littmann Classic II SE/122_Pneumonia_AR_LittC2SE_2b3.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_122_2b3_TC,audio/2_3M Littmann Classic II SE/122_Pneumonia_TC_LittC2SE_2b3.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_123_1b1_AL,audio/4_WelchAllyn Meditron Master Elite Electronic/123_Healthy_AL_Meditron_1b1.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_124_1b1_AL,audio/1_3M Littmann 3200 Electronic/124_COPD_AL_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,12.528,12.528,0.0,PCM_16,16,50112,100268,True,True,True,True,,True
ICBHI,ICBHI_124_1b1_AR,audio/1_3M Littmann 3200 Electronic/124_COPD_AR_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,11.248,11.248,0.0,PCM_16,16,44992,90028,True,True,True,True,,True
ICBHI,ICBHI_124_1b1_LL,audio/1_3M Littmann 3200 Electronic/124_COPD_LL_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,18.224,18.224,0.0,PCM_16,16,72896,145836,True,True,True,True,,True
ICBHI,ICBHI_124_1b1_LR,audio/1_3M Littmann 3200 Electronic/124_COPD_LR_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,17.264,17.264,0.0,PCM_16,16,69056,138156,True,True,True,True,,True
ICBHI,ICBHI_124_1b1_PL,audio/1_3M Littmann 3200 Electronic/124_COPD_PL_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,9.584,9.584,0.0,PCM_16,16,38336,76716,True,True,True,True,,True
ICBHI,ICBHI_124_1b1_PR,audio/1_3M Littmann 3200 Electronic/124_COPD_PR_Litt3200_1b1.wav,metadata,True,True,4000,4000,1,1,7.856,7.856,0.0,PCM_16,16,31424,62892,True,True,True,True,,True
ICBHI,ICBHI_125_1b1_TC,audio/4_WelchAllyn Meditron Master Elite Electronic/125_Healthy_TC_Meditron_1b1.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_126_1b1_AL,audio/4_WelchAllyn Meditron Master Elite Electronic/126_Healthy_AL_Meditron_1b1.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_127_1b1_AR,audio/4_WelchAllyn Meditron Master Elite Electronic/127_Healthy_AR_Meditron_1b1.wav,metadata,True,True,44100,44100,1,1,19.97,19.97,0.0,PCM_24,24,880677,2642076,True,True,True,True,,True
ICBHI,ICBHI_128_1b3_TC,audio/2_3M Littmann Classic II SE/128_COPD_TC_LittC2SE_1b3.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_129_1b1_AR,audio/4_WelchAllyn Meditron Master Elite Electronic/129_URTI_AR_Meditron_1b1.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_130_1p2_AL,audio/3_AKG C417L/130_COPD_AL_AKGC417L_1p2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_130_1p2_AR,audio/3_AKG C417L/130_COPD_AR_AKGC417L_1p2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_130_1p2_LL,audio/3_AKG C417L/130_COPD_LL_AKGC417L_1p2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
ICBHI,ICBHI_130_1p2_LR,audio/3_AKG C417L/130_COPD_LR_AKGC417L_1p2.wav,metadata,True,True,44100,44100,1,1,20.0,20.0,0.0,PCM_24,24,882000,2646044,True,True,True,True,,True
